mV_1,uA_1,i1_bac1,i1_bac2,i1_bac3,i1_bac4,i1_bac5,mV_2,uA_2,i2_bac1,i2_bac2,i2_bac3,i2_bac4,i2_bac5,mV_3,uA_3,i3_bac1,i3_bac2,i3_bac3,i3_bac4,i3_bac5,mV_4,uA_4,i4_bac1,i4_bac2,i4_bac3,i4_bac4,i4_bac5,mV_5,uA_5,i5_bac1,i5_bac2,i5_bac3,i5_bac4,i5_bac5
-70.0,-36.15769,-33.50739214121867,-36.65586521785463,-38.097255898895355,-38.48730575758255,-38.71181123454949,-70.0,-39.32299,-33.64454663827538,-36.820698522423406,-38.27637113015789,-38.57905555715806,-38.7428374735238,-70.0,-40.79054,-32.631858127405245,-35.818273104543486,-37.27884858601566,-37.543720711584605,-37.68224425032469,-70.0,-41.10707,-32.138866378689585,-35.324106079624585,-36.78522275429443,-37.03323848434656,-37.16196548416147,-70.0,-41.3085,-31.977069677389512,-35.1574283070056,-36.61800565155147,-36.858721218942044,-36.984623357939576
-80.0,-27.4675,-31.755403665683954,-34.87670895008048,-36.30916001094312,-36.72421069145951,-36.96666266639842,-80.0,-30.54647,-31.33886294157747,-34.48309669293031,-35.927918413771174,-36.26755865012983,-36.458077317486925,-80.0,-31.98525,-29.90961566327139,-33.05964340342006,-34.5077561813974,-34.81984142336496,-34.99243770163973,-80.0,-32.41688,-29.11571331081093,-32.26144620137672,-33.70936554825735,-34.01237895964134,-34.1802465048073,-80.0,-32.67585,-28.73973872113484,-31.87845100490036,-33.32577523786583,-33.62765264625486,-33.7961420097114
-90.0,-25.53954,-30.171909562662123,-33.26739332411169,-34.6909609476738,-35.13087010069015,-35.39113020054783,-90.0,-28.61851,-29.274893092166824,-32.38778589406421,-33.8217136664009,-34.19764719485756,-34.41412524913436,-90.0,-29.99974,-27.524548801323817,-30.638882237202772,-32.0744821227235,-32.433725788087756,-32.64002787685702,-90.0,-30.48893,-26.468088582508063,-29.575168260869102,-31.009762230923773,-31.368325871008924,-31.575407260776974,-90.0,-30.7479,-25.889612847679057,-28.98777013304655,-30.421626841774387,-30.785537918138072,-30.996928280376995
-100.0,-36.07136,-28.686853435640337,-31.756653446249533,-33.17175087352867,-33.63378847898184,-33.91007354820505,-100.0,-39.20789,-27.428522863729192,-30.51084971735377,-31.933954919423062,-32.34416832329338,-32.58501895562571,-100.0,-40.67544,-25.46521109485075,-28.54505210756528,-29.968322159548798,-30.37251005255318,-30.610782127561244,-100.0,-41.1934,-24.19998492391718,-27.26995053590665,-28.691395958446126,-29.103213103368248,-29.347749432926342,-100.0,-41.56748,-23.44452240780323,-26.503990680298827,-27.92449602919065,-28.34797160306633,-28.60045372637599
-110.0,-24.44607,-27.082094083284332,-30.124681641121505,-31.530239456719514,-32.01124448360145,-32.300477173380095,-110.0,-27.4675,-25.775092451316684,-28.8277523500499,-30.240181799679508,-30.681710313231456,-30.94482353736698,-110.0,-28.8775,-23.709817735489068,-26.75672381790748,-28.168020593954168,-28.613241088089175,-28.880703839306918,-110.0,-29.39545,-22.300078085799893,-25.334983061268737,-26.74370156244802,-27.20410751419036,-27.482838725767447,-110.0,-29.68321,-21.404953802056394,-24.428196108092088,-25.83574510442219,-26.313455193567783,-26.603417391335615
-120.0,-22.66199,-25.488734096289654,-28.504081796795454,-29.899345076278482,-30.39692067761468,-30.697329839501297,-120.0,-25.65464,-24.296587903564877,-27.320595679376915,-28.72257656670398,-29.191897782521604,-29.474938395822083,-120.0,-27.03587,-22.229647884594876,-25.24538864371806,-26.64518462036353,-27.12630816476603,-27.419465875949655,-120.0,-27.55382,-20.745040839789695,-23.747279604713196,-25.143873349918312,-25.646387375584503,-25.954922518206928,-120.0,-27.87036,-19.756675780568884,-22.746565980389224,-24.141772019609657,-24.666119322102546,-24.988535691993818
-130.0,-21.3671,-24.070816273399604,-27.06039655596418,-28.446275824809337,-28.95863352565957,-29.269639638441408,-130.0,-24.33097,-22.978742272124745,-25.975187209029393,-27.367024069295965,-27.860376474088895,-28.161006452529215,-130.0,-25.68342,-20.99169408711244,-23.978119159986225,-25.366947916656706,-25.87809820260184,-26.193049073109787,-130.0,-26.23015,-19.50281461432362,-22.474955011715362,-23.8601417783159,-24.397057381808533,-24.730262785308803,-130.0,-26.54668,-18.473602902965304,-21.433239237652558,-22.816868478854193,-23.37865895415849,-23.72752208608689
-140.0,-20.24485,-22.825493372874725,-25.790973946157457,-27.16870431491703,-27.694081076519918,-28.015325633826553,-140.0,-23.17995,-21.803599081900767,-24.77353692583986,-26.155548448141044,-26.669173844933802,-26.985178909809193,-140.0,-24.56118,-19.960626840429534,-22.91954704432057,-24.2979519882596,-24.83294911082252,-25.165665855532335,-140.0,-25.10791,-18.535625283536373,-21.480252959111017,-22.85480365798404,-23.41778704613257,-23.770173256421582,-140.0,-25.42444,-17.520652928957333,-20.453178756297454,-21.82608280228431,-22.415236093246996,-22.784010812955117
-150.0,-19.29527,-21.74478095462418,-24.68766623153126,-26.05795417740679,-26.594964777972347,-26.92675362135295,-150.0,-22.23036,-20.74677753340856,-23.691102967994635,-25.0635341613964,-25.593866147277122,-25.923217737827756,-150.0,-23.58281,-19.100397919802187,-22.033483776223722,-23.401973352159988,-23.954735805167786,-24.30131028857036,-150.0,-24.12954,-17.802591547792172,-20.72217111903861,-22.086852454649623,-22.66752225025002,-23.0336133490673,-150.0,-24.44607,-16.8563918641288,-19.764829630855523,-21.127879756141336,-21.734142851306476,-22.11621834469649
-160.0,-18.46078,-20.821106058872033,-23.74283491262298,-25.106370862062306,-25.654384787209917,-25.997241032238538,-160.0,-21.33832,-19.777642438570222,-22.696974621225493,-24.059927177862228,-24.603725950590967,-24.944594825601254,-160.0,-22.69077,-18.375703331873456,-21.2844061268922,-22.643419698028993,-23.208317334016694,-23.565168404012642,-160.0,-23.2375,-17.261822547292823,-20.158578906287083,-21.514103313503824,-22.104568291881613,-22.47924018439228,-160.0,-23.58281,-16.435308399148408,-19.322411580996018,-20.67643739448331,-21.290066997045628,-21.679186267897148
-170.0,-28.04301,-19.881611932961818,-22.781784030544156,-24.137887216198013,-24.695587824179302,-25.048418949294426,-170.0,-31.06444,-18.862338659501948,-21.756953042103984,-23.11035501790494,-23.664802761403692,-24.015569112655513,-170.0,-32.50321,-17.753330957026154,-20.638830401450672,-21.988718024926694,-22.56087222659183,-22.924919153375434,-170.0,-33.13626,-16.871937044414576,-19.747758605262096,-21.094742874202613,-21.688078351965565,-22.06685537399764,-170.0,-33.5679,-16.209614477282773,-19.077740931838704,-20.42347591449121,-21.035858198066073,-21.426506038030713
-180.0,-18.28812,-18.726281859426084,-21.601698024736393,-22.947805570704297,-23.51263808954788,-23.87313181446434,-180.0,-21.16567,-17.972556314973016,-20.84243364746255,-22.186092067015938,-22.748905877068676,-23.108232009571662,-180.0,-22.51812,-17.203203565626048,-20.066382514909286,-21.407398892111857,-21.982928335576155,-22.351732302077004,-180.0,-23.09362,-16.592969916752914,-19.449334084090857,-20.788267243084416,-21.378914443317974,-21.758216004554587,-180.0,-23.43893,-16.13052724273944,-18.98153627189605,-20.319572136697676,-20.92375267032335,-21.311485985571483
-190.0,-17.05078,-17.461239031059623,-20.309427564112255,-21.644194844326616,-22.214533751558836,-22.581808224395257,-190.0,-19.92832,-17.092614613643413,-19.937605916205552,-21.271327836388693,-21.840901436454573,-22.20784415631363,-190.0,-21.25199,-16.69873932569515,-19.540179858376494,-20.872488387684275,-21.448698102246652,-21.820571347306547,-190.0,-21.8275,-16.38667477840422,-19.224594602112774,-20.55581485107121,-21.139890986073905,-21.51722192069229,-190.0,-22.20159,-16.149046331964595,-18.984220814730943,-20.314972143790637,-20.906073533416937,-21.287780835922522
-200.0,-16.21629,-16.216289999999994,-19.036279999999994,-20.359959999999994,-20.93547,-21.309549999999998,-200.0,-19.03628,-16.21628999999953,-19.036279999998634,-20.359959999998537,-20.935469999998567,-21.309549999998552,-200.0,-20.35996,-16.21628999782508,-19.036279993576436,-20.359959993407216,-20.935469993324936,-21.30954999327908,-200.0,-20.93547,-16.21629061405109,-19.036280818892855,-20.359960817420895,-20.93547081392184,-21.309550807333913,-200.0,-21.30955,-16.216295583441827,-19.03628986302704,-20.35997002558359,-20.935480060838792,-21.30956009204584
